link,title,author_name,author_link,kindle_price,average_rating,rating_count,review_count,n_pages
https://www.goodreads.com/book/show/25744928-deep-work,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,https://www.goodreads.com/author/show/147891.Cal_Newport,Kindle $15.99,4.19,"137,141","11,098","296 pages, Hardcover"
https://www.goodreads.com/book/show/56454.Strengths_Finder_2_0,Strengths Finder 2.0,Tom Rath,https://www.goodreads.com/author/show/6547946.Tom_Rath,Kindle $20.99,3.92,"53,778","2,417","174 pages, Hardcover"
https://www.goodreads.com/book/show/45443775-hack-the-buyer-brain,Hack the Buyer Brain,Kenda MacDonald,https://www.goodreads.com/author/show/19123182.Kenda_MacDonald,Kindle $9.99,4.38,26,3,"214 pages, Paperback"
https://www.goodreads.com/book/show/90589634-career-mastery,Career Mastery: Proven Strategies for Achieving Success in Your Profession,Shubham Shukla,https://www.goodreads.com/author/show/22037004.Shubham_Shukla,,4.63,92,70,"161 pages, Paperback"
https://www.goodreads.com/book/show/12633800-models,Models: Attract Women Through Honesty,Mark Manson,https://www.goodreads.com/author/show/8529755.Mark_Manson,Kindle $9.99,4.30,"15,910","1,008","246 pages, Paperback"
https://www.goodreads.com/book/show/1963638.The_Untethered_Soul,The Untethered Soul: The Journey Beyond Yourself,Michael A. Singer,https://www.goodreads.com/author/show/950132.Michael_A_Singer,Kindle $9.99,4.22,"93,784","7,085","183 pages, Paperback"
https://www.goodreads.com/book/show/84525.What_Got_You_Here_Won_t_Get_You_There,What Got You Here Won't Get You There,Goldsmith Marshall,https://www.goodreads.com/author/show/6711867.Goldsmith_Marshall,Kindle $13.99,3.95,"27,964","1,134","256 pages, Paperback"
https://www.goodreads.com/book/show/56817365-the-last-cuentista,The Last Cuentista,Donna Barba Higuera,https://www.goodreads.com/author/show/18946765.Donna_Barba_Higuera,Kindle $8.51,4.12,"14,757","2,774","320 pages, Hardcover"
https://www.goodreads.com/book/show/2477223.Managing_Oneself,Managing Oneself,Peter F. Drucker,https://www.goodreads.com/author/show/12008.Peter_F_Drucker,Kindle $8.54,3.98,"12,730",912,"72 pages, Paperback"
https://www.goodreads.com/book/show/6732019-rework,Rework,Jason Fried,https://www.goodreads.com/author/show/60619.Jason_Fried,Kindle $14.99,3.97,"161,921","4,858","279 pages, Hardcover"
https://www.goodreads.com/book/show/15014.Crucial_Conversations,Crucial Conversations: Tools for Talking When Stakes are High,Kerry Patterson,https://www.goodreads.com/author/show/9373.Kerry_Patterson,,4.06,"65,710","3,918","240 pages, Paperback"
https://www.goodreads.com/book/show/389763.Change_Your_Thoughts_Change_Your_Life,Change Your Thoughts - Change Your Life,Wayne W. Dyer,https://www.goodreads.com/author/show/2960.Wayne_W_Dyer,Kindle $9.99,4.23,"20,593",599,"392 pages, Hardcover"
https://www.goodreads.com/book/show/6709.Practicing_the_Power_of_Now,"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises From The Power of Now",Eckhart Tolle,https://www.goodreads.com/author/show/4493.Eckhart_Tolle,Kindle $9.02,4.24,"45,560","1,042","142 pages, Hardcover"
https://www.goodreads.com/book/show/16279838-the-desire-map,The Desire Map,Danielle LaPorte,https://www.goodreads.com/author/show/1038213.Danielle_LaPorte,Kindle $12.99,3.91,"8,002",394,288 pages
https://www.goodreads.com/book/show/96593.The_Success_Principles,The Success Principles: How to Get from Where You Are to Where You Want to Be,Jack Canfield,https://www.goodreads.com/author/show/35476.Jack_Canfield,Kindle $15.49,4.25,"33,284","1,128","512 pages, Paperback"
https://www.goodreads.com/book/show/6474550-crush-it,Crush It!: Why Now Is the Time to Cash In on Your Passion,Gary Vaynerchuk,https://www.goodreads.com/author/show/1371305.Gary_Vaynerchuk,Kindle $18.49,3.87,"32,303","1,457","142 pages, Hardcover"
https://www.goodreads.com/book/show/10713286-outwitting-the-devil,Outwitting the Devil: The Secret to Freedom and Success,Napoleon Hill,https://www.goodreads.com/author/show/399.Napoleon_Hill,,4.25,"14,868","1,388","288 pages, Hardcover"
https://www.goodreads.com/book/show/2547.The_Prophet,The Prophet,Kahlil Gibran,https://www.goodreads.com/author/show/6466154.Kahlil_Gibran,Kindle $3.99,4.23,"283,628","13,288","127 pages, Paperback"
https://www.goodreads.com/book/show/18667945-girlboss,#Girlboss,Sophia Amoruso,https://www.goodreads.com/author/show/7341059.Sophia_Amoruso,Kindle $9.99,3.65,"74,140","4,502","256 pages, Hardcover"
https://www.goodreads.com/book/show/324748.The_Dip,The Dip: A Little Book That Teaches You When to Quit,Seth Godin,https://www.goodreads.com/author/show/1791.Seth_Godin,Kindle $8.99,3.80,"33,670","2,420","80 pages, Hardcover"
https://www.goodreads.com/book/show/12921211-search-inside-yourself,"Search Inside Yourself: The Unexpected Path to Achieving Success, Happiness",Chade-Meng Tan,https://www.goodreads.com/author/show/5285801.Chade_Meng_Tan,Kindle $13.49,4.03,"8,651",693,"288 pages, Hardcover"
https://www.goodreads.com/book/show/13414599-happier-at-home,"Happier at Home: Kiss More, Jump More, Abandon a Project, Read Samuel Johnson, and My Other Experiments in the Practice of Everyday Life",Gretchen Rubin,https://www.goodreads.com/author/show/21246.Gretchen_Rubin,Kindle $12.99,3.53,"19,123","2,171","10 pages, Audiobook"
https://www.goodreads.com/book/show/2222.The_Feeling_Good_Handbook,The Feeling Good Handbook,David D. Burns,https://www.goodreads.com/author/show/1498.David_D_Burns,,3.93,"6,473",171,"729 pages, Paperback"
https://www.goodreads.com/book/show/26123.Learned_Optimism,Learned Optimism: How to Change Your Mind and Your Life,Martin E.P. Seligman,https://www.goodreads.com/author/show/4215735.Martin_E_P_Seligman,Kindle $14.99,3.96,"19,011",999,"319 pages, Paperback"
https://www.goodreads.com/book/show/9745641-change-anything,Change Anything: The New Science of Personal Success,Kerry Patterson,https://www.goodreads.com/author/show/9373.Kerry_Patterson,Kindle $12.99,3.87,"4,152",267,"262 pages, Hardcover"
https://www.goodreads.com/book/show/900.The_Game,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,https://www.goodreads.com/author/show/588.Neil_Strauss,Kindle $18.99,3.73,"29,742","2,122","452 pages, Imitation Leather"
https://www.goodreads.com/book/show/17934399-overwhelmed,"Overwhelmed: Work, Love, and Play When No One Has the Time",Brigid Schulte,https://www.goodreads.com/author/show/7095062.Brigid_Schulte,Kindle $11.99,3.82,"7,919",885,"353 pages, Hardcover"
https://www.goodreads.com/book/show/9762.Loving_What_Is,Loving What Is: Four Questions That Can Change Your Life,Byron Katie,https://www.goodreads.com/author/show/6374.Byron_Katie,,4.08,"22,565","1,287","321 pages, Paperback"
https://www.goodreads.com/book/show/8112865-no-excuses,No Excuses!: The Power of Self-Discipline,Perseus,https://www.goodreads.com/author/show/9823179.Perseus,,4.02,"13,523","1,155","293 pages, Paperback"
https://www.goodreads.com/book/show/34760.All_I_Really_Need_to_Know_I_Learned_in_Kindergarten,All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,https://www.goodreads.com/author/show/19630.Robert_Fulghum,Kindle $9.99,4.00,"23,140","1,095","221 pages, Paperback"
https://www.goodreads.com/book/show/30659.Meditations,Meditations,Marcus Aurelius,https://www.goodreads.com/author/show/17212.Marcus_Aurelius,Kindle $0.99,4.27,"206,765","11,562","254 pages, Paperback"
https://www.goodreads.com/book/show/6899290-your-brain-at-work,"Your Brain at Work: Strategies for Overcoming Distraction, Regaining Focus, and Working Smarter All Day Long",David Rock,https://www.goodreads.com/author/show/27335.David_Rock,Kindle $20.99,4.08,"10,942",701,"246 pages, Hardcover"
https://www.goodreads.com/book/show/79352.Six_Pillars_of_Self_Esteem,Six Pillars of Self-Esteem,Nathaniel Branden,https://www.goodreads.com/author/show/1333.Nathaniel_Branden,Kindle $9.99,4.11,"10,289",717,"341 pages, Paperback"
https://www.goodreads.com/book/show/34210334-first-we-make-the-beast-beautiful,"First, We Make the Beast Beautiful: A New Story About Anxiety",Sarah Wilson,https://www.goodreads.com/author/show/26182.Sarah_Wilson,Kindle $17.99,3.79,"13,522","1,474","320 pages, Hardcover"
https://www.goodreads.com/book/show/56405.Love_and_Respect,Love and Respect: The Love She Most Desires; The Respect He Desperately Needs,Emerson Eggerichs,https://www.goodreads.com/author/show/7097332.Emerson_Eggerichs,Kindle $15.99,4.16,"54,580","1,978","324 pages, Hardcover"
https://www.goodreads.com/book/show/35397160-finish,Finish: Give Yourself the Gift of Done,Jon Acuff,https://www.goodreads.com/author/show/3086191.Jon_Acuff,Kindle $14.99,4.14,"10,733","1,272","206 pages, Kindle Edition"
https://www.goodreads.com/book/show/46161166-don-t-overthink-it,"Don't Overthink It: Make Easier Decisions, Stop Second-Guessing, and Bring More Joy to Your Life",Anne Bogel,https://www.goodreads.com/author/show/6537850.Anne_Bogel,Kindle $9.49,3.89,"13,836","1,664","217 pages, Paperback"
https://www.goodreads.com/book/show/13237327-the-magic,The Magic,Rhonda Byrne,https://www.goodreads.com/author/show/29655.Rhonda_Byrne,Kindle $13.99,4.11,"20,325","1,296","272 pages, Paperback"
https://www.goodreads.com/book/show/769016.How_to_Talk_So_Kids_Will_Listen_Listen_So_Kids_Will_Talk,How to Talk So Kids Will Listen & Listen So Kids Will Talk,Adele Faber,https://www.goodreads.com/author/show/53578.Adele_Faber,,4.27,"30,739","3,062","286 pages, Paperback"
https://www.goodreads.com/book/show/43866.Reinventing_Your_Life,Reinventing Your Life: The Breakthrough Program to End Negative Behavior...and Feel Great Again,Jeffrey E. Young,https://www.goodreads.com/author/show/24667.Jeffrey_E_Young,Kindle $11.99,4.16,"6,477",527,"365 pages, Paperback"
https://www.goodreads.com/book/show/25663961-how-not-to-die,How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease,Michael Greger,https://www.goodreads.com/author/show/352513.Michael_Greger,Kindle $16.99,4.44,"38,424","3,873","576 pages, Hardcover"
https://www.goodreads.com/book/show/95734.Anger,Anger: Wisdom for Cooling the Flames,Thich Nhat Hanh,https://www.goodreads.com/author/show/9074.Thich_Nhat_Hanh,Kindle $14.99,4.06,"10,566",772,"227 pages, Paperback"
https://www.goodreads.com/book/show/13425570-how-will-you-measure-your-life,How Will You Measure Your Life?,Clayton M. Christensen,https://www.goodreads.com/author/show/1792.Clayton_M_Christensen,,4.06,"33,020","2,969","240 pages, ebook"
https://www.goodreads.com/book/show/6486483-emotional-intelligence-2-0,Emotional Intelligence 2.0,Travis Bradberry,https://www.goodreads.com/author/show/15463.Travis_Bradberry,,3.84,"79,114","1,618","255 pages, Hardcover"
https://www.goodreads.com/book/show/119760.The_Seat_of_the_Soul,The Seat of the Soul,Gary Zukav,https://www.goodreads.com/author/show/26975.Gary_Zukav,Kindle $13.99,4.02,"45,474",982,"256 pages, Hardcover"
https://www.goodreads.com/book/show/7148931-the-4-hour-body,"The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman",Timothy Ferriss,https://www.goodreads.com/author/show/210456.Timothy_Ferriss,Kindle $14.99,3.73,"33,852","1,943","571 pages, Hardcover"
https://www.goodreads.com/book/show/76865.Good_to_Great,Good to Great: Why Some Companies Make the Leap... and Others Don't,James C. Collins,https://www.goodreads.com/author/show/2826.James_C_Collins,Kindle $15.99,4.14,"183,535","5,550","300 pages, Hardcover"
https://www.goodreads.com/book/show/30045683-the-little-book-of-hygge,The Little Book of Hygge: The Danish Way to Live Well,Meik Wiking,https://www.goodreads.com/author/show/15217208.Meik_Wiking,,3.76,"96,806","8,775","289 pages, Hardcover"
https://www.goodreads.com/book/show/34956885-the-body-is-not-an-apology,The Body Is Not an Apology: The Power of Radical Self-Love,Sonya Renee Taylor,https://www.goodreads.com/author/show/4072672.Sonya_Renee_Taylor,Kindle $9.99,4.24,"22,677","2,620","137 pages, Paperback"
https://www.goodreads.com/book/show/196613.Skinny_Bitch,"Skinny Bitch: A No-Nonsense, Tough-Love Guide for Savvy Girls Who Want to Stop Eating Crap and Start Looking Fabulous!",Rory Freedman,https://www.goodreads.com/author/show/114558.Rory_Freedman,Kindle $9.99,3.35,"32,587","4,208","224 pages, Paperback"
https://www.goodreads.com/book/show/37502596-the-5-am-club,The 5 AM Club: Own Your Morning. Elevate Your Life,Robin S. Sharma,https://www.goodreads.com/author/show/24678.Robin_S_Sharma,,3.79,"70,398","6,538","336 pages, ebook"
https://www.goodreads.com/book/show/320817.How_to_Have_Confidence_and_Power_in_Dealing_with_People,How to Have Confidence and Power in Dealing with People,Les Giblin,https://www.goodreads.com/author/show/603133.Les_Giblin,Kindle $9.99,4.26,"13,232",226,"192 pages, Paperback"
https://www.goodreads.com/book/show/181727.How_to_Make_People_Like_You_in_90_Seconds_or_Less,How to Make People Like You in 90 Seconds or Less,Nicholas Boothman,https://www.goodreads.com/author/show/105972.Nicholas_Boothman,Kindle $9.99,3.67,"6,784",388,"160 pages, Hardcover"
https://www.goodreads.com/book/show/551520.The_Wisdom_of_Insecurity,The Wisdom of Insecurity: A Message for an Age of Anxiety,Alan W. Watts,https://www.goodreads.com/author/show/1501668.Alan_W_Watts,Kindle $9.99,4.16,"22,386","1,532","152 pages, Paperback"
https://www.goodreads.com/book/show/3228917-outliers,Outliers: The Story of Success,Malcolm Gladwell,https://www.goodreads.com/author/show/1439.Malcolm_Gladwell,Kindle $12.99,4.19,"736,724","31,171","309 pages, Hardcover"
https://www.goodreads.com/book/show/628070.Failing_Forward,Failing Forward: Turning Mistakes Into Stepping Stones for Success,John C. Maxwell,https://www.goodreads.com/author/show/68.John_C_Maxwell,Kindle $12.99,4.17,"11,122",627,"209 pages, Hardcover"
https://www.goodreads.com/book/show/26266675-living-forward,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,Michael Hyatt,https://www.goodreads.com/author/show/530824.Michael_Hyatt,Kindle $12.21,3.87,"5,296",478,"208 pages, Hardcover"
https://www.goodreads.com/book/show/35488858-the-year-of-less,"The Year of Less: How I Stopped Shopping, Gave Away My Belongings, and Discovered Life Is Worth More Than Anything You Can Buy in a Store",Cait Flanders,https://www.goodreads.com/author/show/16967485.Cait_Flanders,Kindle $1.99,3.48,"46,688","5,369","189 pages, Hardcover"
https://www.goodreads.com/book/show/30257963-12-rules-for-life,12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,https://www.goodreads.com/author/show/282885.Jordan_B_Peterson,Kindle $16.99,3.93,"194,047","15,007","409 pages, Hardcover"
https://www.goodreads.com/book/show/26114128-sleep-smarter,"Sleep Smarter: 21 Essential Strategies to Sleep Your Way to A Better Body, Better Health, and Bigger Success",Shawn Stevenson,https://www.goodreads.com/author/show/8284103.Shawn_Stevenson,Kindle $11.99,3.95,"7,717",751,"288 pages, Hardcover"
https://www.goodreads.com/book/show/26156469-never-split-the-difference,Never Split the Difference: Negotiating As If Your Life Depended On It,Chris Voss,https://www.goodreads.com/author/show/5525291.Chris_Voss,Kindle $21.99,4.37,"133,335","8,411","274 pages, Hardcover"
https://www.goodreads.com/book/show/95887.Eat_That_Frog_,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,Brian Tracy,https://www.goodreads.com/author/show/22033.Brian_Tracy,,3.87,"67,893","5,535","128 pages, Paperback"
https://www.goodreads.com/book/show/37570546-maybe-you-should-talk-to-someone,Maybe You Should Talk to Someone,Lori Gottlieb,https://www.goodreads.com/author/show/201386.Lori_Gottlieb,Kindle $11.99,4.38,"275,402","24,257","415 pages, Hardcover"
https://www.goodreads.com/book/show/20995.The_Art_of_Seduction,The Art of Seduction,Robert Greene,https://www.goodreads.com/author/show/865.Robert_Greene,Kindle $17.99,3.99,"28,421","2,016","466 pages, Paperback"
https://www.goodreads.com/book/show/2255.Way_of_the_Peaceful_Warrior,Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman,https://www.goodreads.com/author/show/1539.Dan_Millman,Kindle $9.32,4.13,"51,953","2,357","217 pages, Paperback"
https://www.goodreads.com/book/show/14572.Peace_Is_Every_Step,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hanh,https://www.goodreads.com/author/show/9074.Thich_Nhat_Hanh,,4.30,"39,371","2,133","134 pages, Paperback"
https://www.goodreads.com/book/show/15751404-david-and-goliath,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,https://www.goodreads.com/author/show/1439.Malcolm_Gladwell,Kindle $11.99,3.96,"174,936","11,074","305 pages, Hardcover"
https://www.goodreads.com/book/show/11350120-mindfulness,Mindfulness: An Eight-Week Plan for Finding Peace in a Frantic World,J. Mark G. Williams,https://www.goodreads.com/author/show/65158.J_Mark_G_Williams,Kindle $12.99,3.99,"12,469",654,"288 pages, Hardcover"
https://www.goodreads.com/book/show/4855.How_to_Live_on_24_Hours_a_Day,How to Live on 24 Hours a Day,Arnold Bennett,https://www.goodreads.com/author/show/3314.Arnold_Bennett,Kindle $2.99,3.63,"7,917",912,"92 pages, Paperback"
https://www.goodreads.com/book/show/25733994-the-productivity-project,"The Productivity Project: Accomplishing More by Managing Your Time, Attention, and Energy",Chris Bailey,https://www.goodreads.com/author/show/18069689.Chris_Bailey,Kindle $13.99,3.95,"8,327",752,"304 pages, Hardcover"
https://www.goodreads.com/book/show/115613.Maximum_Achievement,Maximum Achievement: Strategies and Skills That Will Unlock Your Hidden Powers to Succeed,Brian Tracy,https://www.goodreads.com/author/show/22033.Brian_Tracy,Kindle $14.99,4.12,"5,132",194,"352 pages, Paperback"
https://www.goodreads.com/book/show/356896.The_Greatest_Salesman_in_the_World,The Greatest Salesman in the World,Og Mandino,https://www.goodreads.com/author/show/19753.Og_Mandino,Kindle $8.99,4.20,"61,980","2,138","128 pages, Mass Market Paperback"
https://www.goodreads.com/book/show/66140.Finding_Your_Own_North_Star,Finding Your Own North Star: Claiming the Life You Were Meant to Live,Martha N. Beck,https://www.goodreads.com/author/show/12120.Martha_N_Beck,Kindle $11.99,4.01,"7,088",390,"380 pages, Paperback"
https://www.goodreads.com/book/show/34536488-principles,Principles: Life and Work,Ray Dalio,https://www.goodreads.com/author/show/5289593.Ray_Dalio,Kindle $14.99,4.12,"52,445","3,215","592 pages, Audio CD"
https://www.goodreads.com/book/show/16248196-the-art-of-thinking-clearly,The Art of Thinking Clearly,Rolf Dobelli,https://www.goodreads.com/author/show/695505.Rolf_Dobelli,Kindle $12.99,3.85,"32,516","3,083","384 pages, Hardcover"
https://www.goodreads.com/book/show/18594634-thrive,"Thrive: The Third Metric to Redefining Success and Creating a Life of Well-Being, Wisdom, and Wonder",Arianna Huffington,https://www.goodreads.com/author/show/27082.Arianna_Huffington,Kindle $13.99,3.69,"17,651","1,450","352 pages, Hardcover"
https://www.goodreads.com/book/show/108380.Mind_Over_Mood,Mind Over Mood: Change How You Feel By Changing the Way You Think,Dennis Greenberger,https://www.goodreads.com/author/show/62709.Dennis_Greenberger,Kindle $14.55,3.94,"4,701",241,"243 pages, Paperback"
https://www.goodreads.com/book/show/3450744-nudge,"Nudge: Improving Decisions About Health, Wealth, and Happiness",Richard H. Thaler,https://www.goodreads.com/author/show/65483.Richard_H_Thaler,,3.84,"82,282","4,233","260 pages, Paperback"
https://www.goodreads.com/book/show/6596.The_Four_Agreements,The Four Agreements,Miguel Ruiz,https://www.goodreads.com/author/show/4402.Miguel_Ruiz,Kindle $7.74,4.18,"340,536","18,474","152 pages, Hardcover"
https://www.goodreads.com/book/show/25614523-originals,Originals: How Non-Conformists Move the World,Adam M. Grant,https://www.goodreads.com/author/show/6583155.Adam_M_Grant,Kindle $14.99,3.96,"49,706","3,301","326 pages, Hardcover"
https://www.goodreads.com/book/show/95747.The_Miracle_of_Mindfulness,The Miracle of Mindfulness: An Introduction to the Practice of Meditation,Thich Nhat Hanh,https://www.goodreads.com/author/show/9074.Thich_Nhat_Hanh,Kindle $8.99,4.19,"32,676","1,692","140 pages, Paperback"
https://www.goodreads.com/book/show/285070.In_the_Meantime,In the Meantime: Finding Yourself and the Love You Want,Iyanla Vanzant,https://www.goodreads.com/author/show/15508.Iyanla_Vanzant,Kindle $14.99,4.12,"9,465",362,"326 pages, Paperback"
https://www.goodreads.com/book/show/81922.Rich_Dad_s_Cashflow_Quadrant,Rich Dad's Cashflow Quadrant: Rich Dad's Guide to Financial Freedom,Robert T. Kiyosaki,https://www.goodreads.com/author/show/600.Robert_T_Kiyosaki,Kindle $9.99,4.14,"52,176","1,731","376 pages, Paperback"
https://www.goodreads.com/book/show/28956892-the-universe-has-your-back,The Universe Has Your Back: Transform Fear to Faith,Gabrielle Bernstein,https://www.goodreads.com/author/show/3252390.Gabrielle_Bernstein,Kindle $9.99,4.00,"21,463","1,344","200 pages, Hardcover"
https://www.goodreads.com/book/show/18290401-show-your-work,Show Your Work!: 10 Ways to Share Your Creativity and Get Discovered,Austin Kleon,https://www.goodreads.com/author/show/2985039.Austin_Kleon,Kindle $9.99,4.12,"46,984","3,614","215 pages, Paperback"
https://www.goodreads.com/book/show/22747928-rejection-proof,Rejection Proof: How I Beat Fear and Became Invincible Through 100 Days of Rejection,Jia Jiang,https://www.goodreads.com/author/show/8393532.Jia_Jiang,Kindle $6.99,4.01,"6,166",683,"240 pages, Hardcover"
https://www.goodreads.com/book/show/17349126-focus,Focus: The Hidden Driver of Excellence,Daniel Goleman,https://www.goodreads.com/author/show/829.Daniel_Goleman,Kindle $13.49,3.56,"12,815","1,165","320 pages, Hardcover"
https://www.goodreads.com/book/show/6294709-excuses-begone,Excuses Begone!,Wayne W. Dyer,https://www.goodreads.com/author/show/2960.Wayne_W_Dyer,Kindle $9.99,4.10,"8,976",351,"288 pages, Hardcover"
https://www.goodreads.com/book/show/174703.What_to_Expect_When_You_re_Expecting,What to Expect When You're Expecting,Heidi Murkoff,https://www.goodreads.com/author/show/53.Heidi_Murkoff,,3.79,"54,250","3,235","597 pages, Paperback"
https://www.goodreads.com/book/show/9201647-why-men-love-bitches,Why Men Love Bitches,Sherry Argov,https://www.goodreads.com/author/show/25840.Sherry_Argov,,3.86,"50,655","3,155","288 pages, ebook"
https://www.goodreads.com/book/show/2326098.The_How_of_Happiness,The How of Happiness: A Scientific Approach to Getting the Life You Want,Sonja Lyubomirsky,https://www.goodreads.com/author/show/1045056.Sonja_Lyubomirsky,Kindle $12.99,3.90,"9,458",517,"384 pages, Hardcover"
https://www.goodreads.com/book/show/815716.The_21_Irrefutable_Laws_of_Leadership,The 21 Irrefutable Laws of Leadership: Follow Them and People Will Follow You,John C. Maxwell,https://www.goodreads.com/author/show/68.John_C_Maxwell,Kindle $17.99,4.15,"50,692","1,523","160 pages, Hardcover"
https://www.goodreads.com/book/show/27485.Mating_in_Captivity,Mating in Captivity: Reconciling the Erotic and the Domestic,Esther Perel,https://www.goodreads.com/author/show/15427.Esther_Perel,Kindle Unlimited $0.00,4.17,"34,222","2,644","272 pages, Hardcover"
https://www.goodreads.com/book/show/23453112-modern-romance,Modern Romance,Aziz Ansari,https://www.goodreads.com/author/show/9802136.Aziz_Ansari,Kindle $14.99,3.81,"183,347","13,766","279 pages, Hardcover"
https://www.goodreads.com/book/show/95708.The_Now_Habit,The Now Habit: A Strategic Program for Overcoming Procrastination and Enjoying Guilt-Free Play,Neil A. Fiore,https://www.goodreads.com/author/show/241262.Neil_A_Fiore,Kindle $9.99,3.87,"15,967",775,"206 pages, Paperback"
https://www.goodreads.com/book/show/36200111-tribe-of-mentors,Tribe Of Mentors: Short Life Advice from the Best in the World,Timothy Ferriss,https://www.goodreads.com/author/show/210456.Timothy_Ferriss,Kindle Unlimited $0.00,4.07,"15,684","1,116","561 pages, Kindle Edition"
https://www.goodreads.com/book/show/56495.The_Purpose_Driven_Life,The Purpose Driven Life: What on Earth Am I Here for?,Rick Warren,https://www.goodreads.com/author/show/711.Rick_Warren,,3.96,"264,705","3,803","336 pages, Paperback"
https://www.goodreads.com/book/show/11468377-thinking-fast-and-slow,"Thinking, Fast and Slow",Daniel Kahneman,https://www.goodreads.com/author/show/72401.Daniel_Kahneman,Kindle Unlimited $0.00,4.18,"455,940","15,599","499 pages, Hardcover"
https://www.goodreads.com/book/show/28012.Authentic_Happiness,Authentic Happiness: Using the New Positive Psychology to Realize Your Potential for Lasting Fulfillment,Martin E.P. Seligman,https://www.goodreads.com/author/show/4215735.Martin_E_P_Seligman,Kindle $14.99,3.91,"11,662",496,"336 pages, Paperback"
https://www.goodreads.com/book/show/12228097-chimp-paradox,Chimp Paradox: How Our Impulses and Emotions Can Determine Success and Happiness and How We Can Control Them,Steve Peters,https://www.goodreads.com/author/show/18801635.Steve_Peters,Kindle $10.99,3.99,"18,061","1,066","346 pages, Paperback"
https://www.goodreads.com/book/show/93409.The_Fine_Art_of_Small_Talk,"The Fine Art of Small Talk: How to Start a Conversation, Keep It Going, Build Networking Skills and Leave a Positive Impression!",Debra Fine,https://www.goodreads.com/author/show/53580.Debra_Fine,Kindle $14.99,3.46,"5,048",417,"240 pages, Hardcover"
https://www.goodreads.com/book/show/49051.Do_What_You_Are_,Do What You Are : Discover the Perfect Career for You Through the Secrets of Personality Type,Paul D. Tieger,https://www.goodreads.com/author/show/27533.Paul_D_Tieger,,3.78,"5,378",309,"386 pages, Paperback"
https://www.goodreads.com/book/show/287818.Refuse_to_Choose_,"Refuse to Choose!: Use All of Your Interests, Passions, and Hobbies to Create the Life and Career of Your Dreams",Barbara Sher,https://www.goodreads.com/author/show/31944.Barbara_Sher,Kindle $11.99,3.96,"4,342",329,"288 pages, Paperback"
https://www.goodreads.com/book/show/163365.What_Should_I_Do_with_My_Life_,What Should I Do with My Life?: The True Story of People Who Answered the Ultimate Question,Po Bronson,https://www.goodreads.com/author/show/69435.Po_Bronson,Kindle $8.99,3.67,"8,295",621,"436 pages, Mass Market Paperback"
https://www.goodreads.com/book/show/29939161-radical-candor,Radical Candor: Be a Kickass Boss Without Losing Your Humanity,Kim Malone Scott,https://www.goodreads.com/author/show/7373118.Kim_Malone_Scott,Kindle Unlimited $0.00,4.09,"37,825","2,994","336 pages, Hardcover"
https://www.goodreads.com/book/show/105232.Law_of_Success,Law of Success,Napoleon Hill,https://www.goodreads.com/author/show/399.Napoleon_Hill,Kindle $2.77,4.32,"11,777",389,"1035 pages, Paperback"
https://www.goodreads.com/book/show/34964986-how-to-be-yourself,How to Be Yourself: Quiet Your Inner Critic and Rise Above Social Anxiety,Ellen Hendriksen,https://www.goodreads.com/author/show/16777967.Ellen_Hendriksen,Kindle Unlimited $0.00,4.13,"6,871",554,"304 pages, Hardcover"
https://www.goodreads.com/book/show/653396.Feel_the_Fear_and_Do_It_Anyway,Feel the Fear and Do It Anyway,Susan Jeffers,https://www.goodreads.com/author/show/4562105.Susan_Jeffers,Kindle $11.99,4.01,"32,872","1,516","240 pages, Paperback"
https://www.goodreads.com/book/show/18770267-make-it-stick,Make It Stick: The Science of Successful Learning,Peter C. Brown,https://www.goodreads.com/author/show/47555.Peter_C_Brown,Kindle $17.82,4.16,"17,049","1,752","313 pages, Hardcover"
https://www.goodreads.com/book/show/18077903-creativity-inc,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",Ed Catmull,https://www.goodreads.com/author/show/5618463.Ed_Catmull,Kindle $14.99,4.21,"87,693","5,292","368 pages, Hardcover"
https://www.goodreads.com/book/show/815715.Start_Where_You_Are,Start Where You Are: A Guide to Compassionate Living,Pema Chödrön,https://www.goodreads.com/author/show/8052.Pema_Ch_dr_n,Kindle $13.99,4.22,"12,508",501,"176 pages, Paperback"
https://www.goodreads.com/book/show/26200068-the-life-changing-magic-of-not-giving-a-f-ck,The Life-Changing Magic of Not Giving a F*ck: How to Stop Spending Time You Don't Have with People You Don't Like Doing Things You Don't Want to Do,Sarah Knight,https://www.goodreads.com/author/show/425766.Sarah_Knight,Kindle $11.99,3.42,"36,012","3,492","209 pages, Hardcover"
